fips,state,county,pop
1001,Alabama,Autauga County,55869
1003,Alabama,Baldwin County,223234
1005,Alabama,Barbour County,24686
1007,Alabama,Bibb County,22394
1009,Alabama,Blount County,57826
1011,Alabama,Bullock County,10101
1013,Alabama,Butler County,19448
1015,Alabama,Calhoun County,113605
1017,Alabama,Chambers County,33254
1019,Alabama,Cherokee County,26196
1021,Alabama,Chilton County,44428
1023,Alabama,Choctaw County,12589
1025,Alabama,Clarke County,23622
1027,Alabama,Clay County,13235
1029,Alabama,Cleburne County,14910
1031,Alabama,Coffee County,52342
1033,Alabama,Colbert County,55241
1035,Alabama,Conecuh County,12067
1037,Alabama,Coosa County,10663
1039,Alabama,Covington County,37049
1041,Alabama,Crenshaw County,13772
1043,Alabama,Cullman County,83768
1045,Alabama,Dale County,49172
1047,Alabama,Dallas County,37196
1049,Alabama,DeKalb County,71513
1051,Alabama,Elmore County,81209
1053,Alabama,Escambia County,36633
1055,Alabama,Etowah County,102268
1057,Alabama,Fayette County,16302
1059,Alabama,Franklin County,31362
1061,Alabama,Geneva County,26271
1063,Alabama,Greene County,8111
1065,Alabama,Hale County,14651
1067,Alabama,Henry County,17205
1069,Alabama,Houston County,105882
1071,Alabama,Jackson County,51626
1073,Alabama,Jefferson County,658573
1075,Alabama,Lamar County,13805
1077,Alabama,Lauderdale County,92729
1079,Alabama,Lawrence County,32924
1081,Alabama,Lee County,164542
1083,Alabama,Limestone County,98915
1085,Alabama,Lowndes County,9726
1087,Alabama,Macon County,18068
1089,Alabama,Madison County,372909
1091,Alabama,Marengo County,18863
1093,Alabama,Marion County,29709
1095,Alabama,Marshall County,96774
1097,Alabama,Mobile County,413210
1099,Alabama,Monroe County,20733
1101,Alabama,Montgomery County,226486
1103,Alabama,Morgan County,119679
1105,Alabama,Perry County,8923
1107,Alabama,Pickens County,19930
1109,Alabama,Pike County,33114
1111,Alabama,Randolph County,22722
1113,Alabama,Russell County,57961
1115,Alabama,St. Clair County,89512
1117,Alabama,Shelby County,217702
1119,Alabama,Sumter County,12427
1121,Alabama,Talladega County,79978
1123,Alabama,Tallapoosa County,40367
1125,Alabama,Tuscaloosa County,209355
1127,Alabama,Walker County,63521
1129,Alabama,Washington County,16326
1131,Alabama,Wilcox County,10373
1133,Alabama,Winston County,23629
2013,Alaska,Aleutians East Borough,3337
2016,Alaska,Aleutians West Census Area,5634
2020,Alaska,Anchorage Municipality,288000
2050,Alaska,Bethel Census Area,18386
2060,Alaska,Bristol Bay Borough,836
2068,Alaska,Denali Borough,2097
2070,Alaska,Dillingham Census Area,4916
2090,Alaska,Fairbanks North Star Borough,96849
2100,Alaska,Haines Borough,2530
2105,Alaska,Hoonah-Angoon Census Area,2148
2110,Alaska,Juneau City and Borough,31974
2122,Alaska,Kenai Peninsula Borough,58708
2130,Alaska,Ketchikan Gateway Borough,13901
2150,Alaska,Kodiak Island Borough,12998
2158,Alaska,Kusilvak Census Area,8314
2164,Alaska,Lake and Peninsula Borough,1592
2170,Alaska,Matanuska-Susitna Borough,108317
2180,Alaska,Nome Census Area,10004
2185,Alaska,North Slope Borough,9832
2188,Alaska,Northwest Arctic Borough,7621
2195,Alaska,Petersburg Borough,3266
2198,Alaska,Prince of Wales-Hyder Census Area,6203
2220,Alaska,Sitka City and Borough,8493
2230,Alaska,Skagway Municipality,1183
2240,Alaska,Southeast Fairbanks Census Area,6893
2261,Alaska,Valdez-Cordova Census Area,9202
2275,Alaska,Wrangell City and Borough,2502
2282,Alaska,Yakutat City and Borough,579
2290,Alaska,Yukon-Koyukuk Census Area,5230
4001,Arizona,Apache County,71887
4003,Arizona,Cochise County,125922
4005,Arizona,Coconino County,143476
4007,Arizona,Gila County,54018
4009,Arizona,Graham County,38837
4011,Arizona,Greenlee County,9498
4012,Arizona,La Paz County,21108
4013,Arizona,Maricopa County,4485414
4015,Arizona,Mohave County,212181
4017,Arizona,Navajo County,110924
4019,Arizona,Pima County,1047279
4021,Arizona,Pinal County,462789
4023,Arizona,Santa Cruz County,46498
4025,Arizona,Yavapai County,235099
4027,Arizona,Yuma County,213787
5001,Arkansas,Arkansas County,17486
5003,Arkansas,Ashley County,19657
5005,Arkansas,Baxter County,41932
5007,Arkansas,Benton County,279141
5009,Arkansas,Boone County,37432
5011,Arkansas,Bradley County,10763
1015,Arkansas,Calhoun County,5189
5015,Arkansas,Carroll County,28380
5017,Arkansas,Chicot County,10118
5019,Arkansas,Clark County,22320
1027,Arkansas,Clay County,14551
1029,Arkansas,Cleburne County,24919
5025,Arkansas,Cleveland County,7956
5027,Arkansas,Columbia County,23457
5029,Arkansas,Conway County,20846
5031,Arkansas,Craighead County,110332
5033,Arkansas,Crawford County,63257
5035,Arkansas,Crittenden County,47955
5037,Arkansas,Cross County,16419
1047,Arkansas,Dallas County,7009
5041,Arkansas,Desha County,11361
5043,Arkansas,Drew County,18219
5045,Arkansas,Faulkner County,126007
1059,Arkansas,Franklin County,17715
5049,Arkansas,Fulton County,12477
5051,Arkansas,Garland County,99386
5053,Arkansas,Grant County,18265
1063,Arkansas,Greene County,45325
5057,Arkansas,Hempstead County,21532
5059,Arkansas,Hot Spring County,33771
5061,Arkansas,Howard County,13202
5063,Arkansas,Independence County,37825
5065,Arkansas,Izard County,13629
1071,Arkansas,Jackson County,16719
1073,Arkansas,Jefferson County,66824
5071,Arkansas,Johnson County,26578
5073,Arkansas,Lafayette County,6624
1079,Arkansas,Lawrence County,16406
1081,Arkansas,Lee County,8857
5079,Arkansas,Lincoln County,13024
5081,Arkansas,Little River County,12259
5083,Arkansas,Logan County,21466
5085,Arkansas,Lonoke County,73309
1089,Arkansas,Madison County,16576
1093,Arkansas,Marion County,16694
5091,Arkansas,Miller County,43257
5093,Arkansas,Mississippi County,40651
1099,Arkansas,Monroe County,6701
1101,Arkansas,Montgomery County,8986
5099,Arkansas,Nevada County,8252
5101,Arkansas,Newton County,7753
5103,Arkansas,Ouachita County,23382
1105,Arkansas,Perry County,10455
5107,Arkansas,Phillips County,17782
1109,Arkansas,Pike County,10718
5111,Arkansas,Poinsett County,23528
5113,Arkansas,Polk County,19964
5115,Arkansas,Pope County,64072
5117,Arkansas,Prairie County,8062
5119,Arkansas,Pulaski County,391911
1111,Arkansas,Randolph County,17958
5123,Arkansas,St. Francis County,24994
5125,Arkansas,Saline County,122437
5127,Arkansas,Scott County,10281
5129,Arkansas,Searcy County,7881
5131,Arkansas,Sebastian County,127827
5133,Arkansas,Sevier County,17007
5135,Arkansas,Sharp County,17442
5137,Arkansas,Stone County,12506
5139,Arkansas,Union County,38682
5141,Arkansas,Van Buren County,16545
1129,Arkansas,Washington County,239187
5145,Arkansas,White County,78753
5147,Arkansas,Woodruff County,6320
5149,Arkansas,Yell County,21341
6001,California,Alameda County,1671329
6003,California,Alpine County,1129
6005,California,Amador County,39752
6007,California,Butte County,219186
6009,California,Calaveras County,45905
6011,California,Colusa County,21547
6013,California,Contra Costa County,1153526
6015,California,Del Norte County,27812
6017,California,El Dorado County,192843
6019,California,Fresno County,999101
6021,California,Glenn County,28393
6023,California,Humboldt County,135558
6025,California,Imperial County,181215
6027,California,Inyo County,18039
6029,California,Kern County,900202
6031,California,Kings County,152940
6033,California,Lake County,64386
6035,California,Lassen County,30573
6037,California,Los Angeles County,10039107
6039,California,Madera County,157327
6041,California,Marin County,258826
6043,California,Mariposa County,17203
6045,California,Mendocino County,86749
6047,California,Merced County,277680
6049,California,Modoc County,8841
6051,California,Mono County,14444
6053,California,Monterey County,434061
6055,California,Napa County,137744
5099,California,Nevada County,99755
6059,California,Orange County,3175692
6061,California,Placer County,398329
6063,California,Plumas County,18807
6065,California,Riverside County,2470546
6067,California,Sacramento County,1552058
6069,California,San Benito County,62808
6071,California,San Bernardino County,2180085
6073,California,San Diego County,3338330
6075,California,San Francisco County,881549
6077,California,San Joaquin County,762148
6079,California,San Luis Obispo County,283111
6081,California,San Mateo County,766573
6083,California,Santa Barbara County,446499
6085,California,Santa Clara County,1927852
4023,California,Santa Cruz County,273213
6089,California,Shasta County,180080
6091,California,Sierra County,3005
6093,California,Siskiyou County,43539
6095,California,Solano County,447643
6097,California,Sonoma County,494336
6099,California,Stanislaus County,550660
6101,California,Sutter County,96971
6103,California,Tehama County,65084
6105,California,Trinity County,12285
6107,California,Tulare County,466195
6109,California,Tuolumne County,54478
6111,California,Ventura County,846006
6113,California,Yolo County,220500
6115,California,Yuba County,78668
8001,Colorado,Adams County,517421
8003,Colorado,Alamosa County,16233
8005,Colorado,Arapahoe County,656590
8007,Colorado,Archuleta County,14029
8009,Colorado,Baca County,3581
8011,Colorado,Bent County,5577
8013,Colorado,Boulder County,326196
8014,Colorado,Broomfield County,70465
8015,Colorado,Chaffee County,20356
8017,Colorado,Cheyenne County,1831
8019,Colorado,Clear Creek County,9700
8021,Colorado,Conejos County,8205
8023,Colorado,Costilla County,3887
8025,Colorado,Crowley County,6061
8027,Colorado,Custer County,5068
8029,Colorado,Delta County,31162
8031,Colorado,Denver County,727211
8033,Colorado,Dolores County,2055
8035,Colorado,Douglas County,351154
8037,Colorado,Eagle County,55127
8039,Colorado,Elbert County,26729
8041,Colorado,El Paso County,720403
8043,Colorado,Fremont County,47839
8045,Colorado,Garfield County,60061
8047,Colorado,Gilpin County,6243
8049,Colorado,Grand County,15734
8051,Colorado,Gunnison County,17462
8053,Colorado,Hinsdale County,820
8055,Colorado,Huerfano County,6897
1071,Colorado,Jackson County,1392
1073,Colorado,Jefferson County,582881
8061,Colorado,Kiowa County,1406
8063,Colorado,Kit Carson County,7097
6033,Colorado,Lake County,8127
8067,Colorado,La Plata County,56221
8069,Colorado,Larimer County,356899
8071,Colorado,Las Animas County,14506
5079,Colorado,Lincoln County,5701
5083,Colorado,Logan County,22409
8077,Colorado,Mesa County,154210
8079,Colorado,Mineral County,769
8081,Colorado,Moffat County,13283
8083,Colorado,Montezuma County,26183
8085,Colorado,Montrose County,42758
1103,Colorado,Morgan County,29068
8089,Colorado,Otero County,18278
8091,Colorado,Ouray County,4952
8093,Colorado,Park County,18845
5107,Colorado,Phillips County,4265
8097,Colorado,Pitkin County,17767
8099,Colorado,Prowers County,12172
8101,Colorado,Pueblo County,168424
8103,Colorado,Rio Blanco County,6324
8105,Colorado,Rio Grande County,11267
8107,Colorado,Routt County,25638
8109,Colorado,Saguache County,6824
8111,Colorado,San Juan County,728
8113,Colorado,San Miguel County,8179
8115,Colorado,Sedgwick County,2248
8117,Colorado,Summit County,31011
8119,Colorado,Teller County,25388
1129,Colorado,Washington County,4908
8123,Colorado,Weld County,324492
4027,Colorado,Yuma County,10019
9001,Connecticut,Fairfield County,943332
9003,Connecticut,Hartford County,891720
9005,Connecticut,Litchfield County,180333
9007,Connecticut,Middlesex County,162436
9009,Connecticut,New Haven County,854757
9011,Connecticut,New London County,265206
9013,Connecticut,Tolland County,150721
9015,Connecticut,Windham County,116782
10001,Delaware,Kent County,180786
10003,Delaware,New Castle County,558753
10005,Delaware,Sussex County,234225
11000,District of Columbia,District of Columbia,705749
12001,Florida,Alachua County,269043
12003,Florida,Baker County,29210
12005,Florida,Bay County,174705
12007,Florida,Bradford County,28201
12009,Florida,Brevard County,601942
12011,Florida,Broward County,1952778
1015,Florida,Calhoun County,14105
12015,Florida,Charlotte County,188910
12017,Florida,Citrus County,149657
1027,Florida,Clay County,219252
12021,Florida,Collier County,384902
5027,Florida,Columbia County,71686
12027,Florida,DeSoto County,38001
12029,Florida,Dixie County,16826
12031,Florida,Duval County,957755
1053,Florida,Escambia County,318316
12035,Florida,Flagler County,115081
1059,Florida,Franklin County,12125
12039,Florida,Gadsden County,45660
12041,Florida,Gilchrist County,18582
12043,Florida,Glades County,13811
12045,Florida,Gulf County,13639
12047,Florida,Hamilton County,14428
12049,Florida,Hardee County,26937
12051,Florida,Hendry County,42022
12053,Florida,Hernando County,193920
12055,Florida,Highlands County,106221
12057,Florida,Hillsborough County,1471968
12059,Florida,Holmes County,19617
12061,Florida,Indian River County,159923
1071,Florida,Jackson County,46414
1073,Florida,Jefferson County,14246
5073,Florida,Lafayette County,8422
6033,Florida,Lake County,367118
1081,Florida,Lee County,770577
12073,Florida,Leon County,293582
12075,Florida,Levy County,41503
12077,Florida,Liberty County,8354
1089,Florida,Madison County,18493
12081,Florida,Manatee County,403253
1093,Florida,Marion County,365579
12085,Florida,Martin County,161000
12086,Florida,Miami-Dade County,2716940
1099,Florida,Monroe County,74228
12089,Florida,Nassau County,88625
12091,Florida,Okaloosa County,210738
12093,Florida,Okeechobee County,42168
6059,Florida,Orange County,1393452
12097,Florida,Osceola County,375751
12099,Florida,Palm Beach County,1496770
12101,Florida,Pasco County,553947
12103,Florida,Pinellas County,974996
5113,Florida,Polk County,724777
12107,Florida,Putnam County,74521
12109,Florida,St. Johns County,264672
12111,Florida,St. Lucie County,328297
12113,Florida,Santa Rosa County,184313
12115,Florida,Sarasota County,433742
12117,Florida,Seminole County,471826
1119,Florida,Sumter County,132420
12121,Florida,Suwannee County,44417
12123,Florida,Taylor County,21569
5139,Florida,Union County,15237
12127,Florida,Volusia County,553284
12129,Florida,Wakulla County,33739
12131,Florida,Walton County,74071
1129,Florida,Washington County,25473
13001,Georgia,Appling County,18386
13003,Georgia,Atkinson County,8165
13005,Georgia,Bacon County,11164
12003,Georgia,Baker County,3038
1003,Georgia,Baldwin County,44890
13011,Georgia,Banks County,19234
13013,Georgia,Barrow County,83240
13015,Georgia,Bartow County,107738
13017,Georgia,Ben Hill County,16700
13019,Georgia,Berrien County,19397
1007,Georgia,Bibb County,153159
13023,Georgia,Bleckley County,12873
13025,Georgia,Brantley County,19109
13027,Georgia,Brooks County,15457
13029,Georgia,Bryan County,39627
13031,Georgia,Bulloch County,79608
13033,Georgia,Burke County,22383
13035,Georgia,Butts County,24936
1015,Georgia,Calhoun County,6189
13039,Georgia,Camden County,54666
13043,Georgia,Candler County,10803
5015,Georgia,Carroll County,119992
13047,Georgia,Catoosa County,67580
13049,Georgia,Charlton County,13392
13051,Georgia,Chatham County,289430
13053,Georgia,Chattahoochee County,10907
13055,Georgia,Chattooga County,24789
1019,Georgia,Cherokee County,258773
1025,Georgia,Clarke County,128331
1027,Georgia,Clay County,2834
13063,Georgia,Clayton County,292256
13065,Georgia,Clinch County,6618
13067,Georgia,Cobb County,760141
1031,Georgia,Coffee County,43273
13071,Georgia,Colquitt County,45600
5027,Georgia,Columbia County,156714
13075,Georgia,Cook County,17270
13077,Georgia,Coweta County,148509
5033,Georgia,Crawford County,12404
13081,Georgia,Crisp County,22372
13083,Georgia,Dade County,16116
13085,Georgia,Dawson County,26108
13087,Georgia,Decatur County,26404
1049,Georgia,DeKalb County,759297
13091,Georgia,Dodge County,20605
13093,Georgia,Dooly County,13390
13095,Georgia,Dougherty County,87956
8035,Georgia,Douglas County,146343
13099,Georgia,Early County,10190
13101,Georgia,Echols County,4006
13103,Georgia,Effingham County,64296
8039,Georgia,Elbert County,19194
13107,Georgia,Emanuel County,22646
13109,Georgia,Evans County,10654
13111,Georgia,Fannin County,26188
1057,Georgia,Fayette County,114421
13115,Georgia,Floyd County,98498
13117,Georgia,Forsyth County,244252
1059,Georgia,Franklin County,23349
5049,Georgia,Fulton County,1063937
13123,Georgia,Gilmer County,31369
13125,Georgia,Glascock County,2971
13127,Georgia,Glynn County,85292
13129,Georgia,Gordon County,57963
13131,Georgia,Grady County,24633
1063,Georgia,Greene County,18324
13135,Georgia,Gwinnett County,936250
13137,Georgia,Habersham County,45328
13139,Georgia,Hall County,204441
13141,Georgia,Hancock County,8457
13143,Georgia,Haralson County,29792
13145,Georgia,Harris County,35236
13147,Georgia,Hart County,26205
13149,Georgia,Heard County,11923
1067,Georgia,Henry County,234561
1069,Georgia,Houston County,157863
13155,Georgia,Irwin County,9416
1071,Georgia,Jackson County,72977
13159,Georgia,Jasper County,14219
13161,Georgia,Jeff Davis County,15115
1073,Georgia,Jefferson County,15362
13165,Georgia,Jenkins County,8676
5071,Georgia,Johnson County,9643
13169,Georgia,Jones County,28735
1075,Georgia,Lamar County,19077
13173,Georgia,Lanier County,10423
13175,Georgia,Laurens County,47546
1081,Georgia,Lee County,29992
12077,Georgia,Liberty County,61435
5079,Georgia,Lincoln County,7921
13183,Georgia,Long County,19559
1085,Georgia,Lowndes County,117406
13187,Georgia,Lumpkin County,33610
13189,Georgia,McDuffie County,21312
13191,Georgia,McIntosh County,14378
1087,Georgia,Macon County,12947
1089,Georgia,Madison County,29880
1093,Georgia,Marion County,8359
13199,Georgia,Meriwether County,21167
5091,Georgia,Miller County,5718
13205,Georgia,Mitchell County,21863
1099,Georgia,Monroe County,27578
1101,Georgia,Montgomery County,9172
1103,Georgia,Morgan County,19276
13213,Georgia,Murray County,40096
13215,Georgia,Muscogee County,195769
5101,Georgia,Newton County,111744
13219,Georgia,Oconee County,40280
13221,Georgia,Oglethorpe County,15259
13223,Georgia,Paulding County,168667
13225,Georgia,Peach County,27546
1107,Georgia,Pickens County,32591
13229,Georgia,Pierce County,19465
1109,Georgia,Pike County,18962
5113,Georgia,Polk County,42613
5119,Georgia,Pulaski County,11137
12107,Georgia,Putnam County,22119
13239,Georgia,Quitman County,2299
13241,Georgia,Rabun County,17137
1111,Georgia,Randolph County,6778
13245,Georgia,Richmond County,202518
13247,Georgia,Rockdale County,90896
13249,Georgia,Schley County,5257
13251,Georgia,Screven County,13966
12117,Georgia,Seminole County,8090
13255,Georgia,Spalding County,66703
13257,Georgia,Stephens County,25925
13259,Georgia,Stewart County,6621
1119,Georgia,Sumter County,29524
13263,Georgia,Talbot County,6195
13265,Georgia,Taliaferro County,1537
13267,Georgia,Tattnall County,25286
12123,Georgia,Taylor County,8020
13271,Georgia,Telfair County,15860
13273,Georgia,Terrell County,8531
13275,Georgia,Thomas County,44451
13277,Georgia,Tift County,40644
13279,Georgia,Toombs County,26830
13281,Georgia,Towns County,12037
13283,Georgia,Treutlen County,6901
13285,Georgia,Troup County,69922
13287,Georgia,Turner County,7985
13289,Georgia,Twiggs County,8120
5139,Georgia,Union County,24511
13293,Georgia,Upson County,26320
1127,Georgia,Walker County,69761
12131,Georgia,Walton County,94593
13299,Georgia,Ware County,35734
13301,Georgia,Warren County,5254
1129,Georgia,Washington County,20374
13305,Georgia,Wayne County,29927
13307,Georgia,Webster County,2607
13309,Georgia,Wheeler County,7855
5145,Georgia,White County,30798
13313,Georgia,Whitfield County,104628
1131,Georgia,Wilcox County,8635
13317,Georgia,Wilkes County,9777
13319,Georgia,Wilkinson County,8954
13321,Georgia,Worth County,20247
15001,Hawaii,Hawaii County,201513
15003,Hawaii,Honolulu County,974563
15005,Hawaii,Kalawao County,86
15007,Hawaii,Kauai County,72293
15009,Hawaii,Maui County,167417
16001,Idaho,Ada County,481587
8001,Idaho,Adams County,4294
16005,Idaho,Bannock County,87808
16007,Idaho,Bear Lake County,6125
16009,Idaho,Benewah County,9298
16011,Idaho,Bingham County,46811
16013,Idaho,Blaine County,23021
16015,Idaho,Boise County,7831
16017,Idaho,Bonner County,45739
16019,Idaho,Bonneville County,119062
16021,Idaho,Boundary County,12245
6007,Idaho,Butte County,2597
16025,Idaho,Camas County,1106
16027,Idaho,Canyon County,229849
16029,Idaho,Caribou County,7155
16031,Idaho,Cassia County,24030
5019,Idaho,Clark County,845
16035,Idaho,Clearwater County,8756
8027,Idaho,Custer County,4315
1051,Idaho,Elmore County,27511
1059,Idaho,Franklin County,13876
8043,Idaho,Fremont County,13099
16045,Idaho,Gem County,18112
16047,Idaho,Gooding County,15179
16049,Idaho,Idaho County,16667
1073,Idaho,Jefferson County,29871
16053,Idaho,Jerome County,24412
16055,Idaho,Kootenai County,165697
16057,Idaho,Latah County,40108
16059,Idaho,Lemhi County,8027
16061,Idaho,Lewis County,3838
5079,Idaho,Lincoln County,5366
1089,Idaho,Madison County,39907
16067,Idaho,Minidoka County,21039
16069,Idaho,Nez Perce County,40408
16071,Idaho,Oneida County,4531
16073,Idaho,Owyhee County,11823
16075,Idaho,Payette County,23951
16077,Idaho,Power County,7681
16079,Idaho,Shoshone County,12882
16081,Idaho,Teton County,12142
16083,Idaho,Twin Falls County,86878
16085,Idaho,Valley County,11392
1129,Idaho,Washington County,10194
8001,Illinois,Adams County,65435
17003,Illinois,Alexander County,5761
17005,Illinois,Bond County,16426
5009,Illinois,Boone County,53544
17009,Illinois,Brown County,6578
17011,Illinois,Bureau County,32628
1015,Illinois,Calhoun County,4739
5015,Illinois,Carroll County,14305
17017,Illinois,Cass County,12147
17019,Illinois,Champaign County,209689
17021,Illinois,Christian County,32304
5019,Illinois,Clark County,15441
1027,Illinois,Clay County,13184
17027,Illinois,Clinton County,37562
17029,Illinois,Coles County,50621
13075,Illinois,Cook County,5150233
5033,Illinois,Crawford County,18667
17035,Illinois,Cumberland County,10766
1049,Illinois,DeKalb County,104897
17039,Illinois,De Witt County,15638
8035,Illinois,Douglas County,19465
17043,Illinois,DuPage County,922921
17045,Illinois,Edgar County,17161
17047,Illinois,Edwards County,6395
13103,Illinois,Effingham County,34008
1057,Illinois,Fayette County,21336
17053,Illinois,Ford County,12961
1059,Illinois,Franklin County,38469
5049,Illinois,Fulton County,34340
17059,Illinois,Gallatin County,4828
1063,Illinois,Greene County,12969
17063,Illinois,Grundy County,51054
12047,Illinois,Hamilton County,8116
13141,Illinois,Hancock County,17708
17069,Illinois,Hardin County,3821
17071,Illinois,Henderson County,6646
1067,Illinois,Henry County,48913
17075,Illinois,Iroquois County,27114
1071,Illinois,Jackson County,56750
13159,Illinois,Jasper County,9610
1073,Illinois,Jefferson County,37684
17083,Illinois,Jersey County,21773
17085,Illinois,Jo Daviess County,21235
5071,Illinois,Johnson County,12417
17089,Illinois,Kane County,532403
17091,Illinois,Kankakee County,109862
17093,Illinois,Kendall County,128990
17095,Illinois,Knox County,49699
6033,Illinois,Lake County,696535
17099,Illinois,LaSalle County,108669
1079,Illinois,Lawrence County,15678
1081,Illinois,Lee County,34096
17105,Illinois,Livingston County,35648
5083,Illinois,Logan County,28618
17109,Illinois,McDonough County,29682
17111,Illinois,McHenry County,307774
17113,Illinois,McLean County,171517
1087,Illinois,Macon County,104009
17117,Illinois,Macoupin County,44926
1089,Illinois,Madison County,262966
1093,Illinois,Marion County,37205
1095,Illinois,Marshall County,11438
17125,Illinois,Mason County,13359
17127,Illinois,Massac County,13772
17129,Illinois,Menard County,12196
17131,Illinois,Mercer County,15437
1099,Illinois,Monroe County,34637
1101,Illinois,Montgomery County,28414
1103,Illinois,Morgan County,33658
17139,Illinois,Moultrie County,14501
17141,Illinois,Ogle County,50643
17143,Illinois,Peoria County,179179
1105,Illinois,Perry County,20916
17147,Illinois,Piatt County,16344
1109,Illinois,Pike County,15561
5115,Illinois,Pope County,4177
5119,Illinois,Pulaski County,5335
12107,Illinois,Putnam County,5739
1111,Illinois,Randolph County,31782
17159,Illinois,Richland County,15513
17161,Illinois,Rock Island County,141879
1115,Illinois,St. Clair County,259686
5125,Illinois,Saline County,23491
17167,Illinois,Sangamon County,194672
17169,Illinois,Schuyler County,6768
5127,Illinois,Scott County,4951
1117,Illinois,Shelby County,21634
17175,Illinois,Stark County,5342
17177,Illinois,Stephenson County,44498
17179,Illinois,Tazewell County,131803
5139,Illinois,Union County,16653
17183,Illinois,Vermilion County,75758
17185,Illinois,Wabash County,11520
13301,Illinois,Warren County,16844
1129,Illinois,Washington County,13887
13305,Illinois,Wayne County,16215
5145,Illinois,White County,13537
17195,Illinois,Whiteside County,55175
17197,Illinois,Will County,690743
17199,Illinois,Williamson County,66597
17201,Illinois,Winnebago County,282572
17203,Illinois,Woodford County,38459
8001,Indiana,Adams County,35777
18003,Indiana,Allen County,379299
18005,Indiana,Bartholomew County,83779
5007,Indiana,Benton County,8748
18009,Indiana,Blackford County,11758
5009,Indiana,Boone County,67843
17009,Indiana,Brown County,15092
5015,Indiana,Carroll County,20257
17017,Indiana,Cass County,37689
5019,Indiana,Clark County,118302
1027,Indiana,Clay County,26225
17027,Indiana,Clinton County,32399
5033,Indiana,Crawford County,10577
18027,Indiana,Daviess County,33351
18029,Indiana,Dearborn County,49458
13087,Indiana,Decatur County,26559
1049,Indiana,DeKalb County,43475
18035,Indiana,Delaware County,114135
18037,Indiana,Dubois County,42736
18039,Indiana,Elkhart County,206341
1057,Indiana,Fayette County,23102
13115,Indiana,Floyd County,78522
18045,Indiana,Fountain County,16346
1059,Indiana,Franklin County,22758
5049,Indiana,Fulton County,19974
18051,Indiana,Gibson County,33659
5053,Indiana,Grant County,65769
1063,Indiana,Greene County,31922
12047,Indiana,Hamilton County,338011
13141,Indiana,Hancock County,78168
18061,Indiana,Harrison County,40515
18063,Indiana,Hendricks County,170311
1067,Indiana,Henry County,47972
5061,Indiana,Howard County,82544
18069,Indiana,Huntington County,36520
1071,Indiana,Jackson County,44231
13159,Indiana,Jasper County,33562
18075,Indiana,Jay County,20436
1073,Indiana,Jefferson County,32308
18079,Indiana,Jennings County,27735
5071,Indiana,Johnson County,158167
17095,Indiana,Knox County,36594
18085,Indiana,Kosciusko County,79456
18087,Indiana,LaGrange County,39614
6033,Indiana,Lake County,485493
18091,Indiana,LaPorte County,109888
1079,Indiana,Lawrence County,45370
1089,Indiana,Madison County,129569
1093,Indiana,Marion County,964582
1095,Indiana,Marshall County,46258
12085,Indiana,Martin County,10255
18103,Indiana,Miami County,35516
1099,Indiana,Monroe County,148431
1101,Indiana,Montgomery County,38338
1103,Indiana,Morgan County,70489
5101,Indiana,Newton County,13984
18113,Indiana,Noble County,47744
18115,Indiana,Ohio County,5875
6059,Indiana,Orange County,19646
18119,Indiana,Owen County,20799
18121,Indiana,Parke County,16937
1105,Indiana,Perry County,19169
1109,Indiana,Pike County,12389
18127,Indiana,Porter County,170389
18129,Indiana,Posey County,25427
5119,Indiana,Pulaski County,12353
12107,Indiana,Putnam County,37576
1111,Indiana,Randolph County,24665
18137,Indiana,Ripley County,28324
18139,Indiana,Rush County,16581
18141,Indiana,St. Joseph County,271826
5127,Indiana,Scott County,23873
1117,Indiana,Shelby County,44729
18147,Indiana,Spencer County,20277
18149,Indiana,Starke County,22995
18151,Indiana,Steuben County,34594
18153,Indiana,Sullivan County,20669
18155,Indiana,Switzerland County,10751
18157,Indiana,Tippecanoe County,195732
18159,Indiana,Tipton County,15148
5139,Indiana,Union County,7054
18163,Indiana,Vanderburgh County,181451
18165,Indiana,Vermillion County,15498
18167,Indiana,Vigo County,107038
17185,Indiana,Wabash County,30996
13301,Indiana,Warren County,8265
18173,Indiana,Warrick County,62998
1129,Indiana,Washington County,28036
13305,Indiana,Wayne County,65884
18179,Indiana,Wells County,28296
5145,Indiana,White County,24102
18183,Indiana,Whitley County,33964
19001,Iowa,Adair County,7152
8001,Iowa,Adams County,3602
19005,Iowa,Allamakee County,13687
19007,Iowa,Appanoose County,12426
19009,Iowa,Audubon County,5496
5007,Iowa,Benton County,25645
19013,Iowa,Black Hawk County,131228
5009,Iowa,Boone County,26234
19017,Iowa,Bremer County,25062
19019,Iowa,Buchanan County,21175
19021,Iowa,Buena Vista County,19620
1013,Iowa,Butler County,14439
1015,Iowa,Calhoun County,9668
5015,Iowa,Carroll County,20165
17017,Iowa,Cass County,12836
19031,Iowa,Cedar County,18627
19033,Iowa,Cerro Gordo County,42450
1019,Iowa,Cherokee County,11235
19037,Iowa,Chickasaw County,11933
1025,Iowa,Clarke County,9395
1027,Iowa,Clay County,16016
13063,Iowa,Clayton County,17549
17027,Iowa,Clinton County,46429
5033,Iowa,Crawford County,16820
1047,Iowa,Dallas County,93453
19051,Iowa,Davis County,9000
13087,Iowa,Decatur County,7870
18035,Iowa,Delaware County,17011
19057,Iowa,Des Moines County,38967
19059,Iowa,Dickinson County,17258
19061,Iowa,Dubuque County,97311
